291.827,203.603,396.382,264.289,442.173,185.397,337.618,124.711
251.431,159.985,341.044,251.930,404.569,190.015,314.956,98.070
334.120,249.430,394.140,196.640,307.880,98.570,247.860,151.360
315.060,238.620,390.890,215.460,349.940,81.380,274.110,104.540
285.470,78.100,321.300,211.290,395.650,191.030,359.820,57.830
293.120,68.080,323.830,200.390,396.700,183.020,365.990,50.720
286.430,70.900,312.020,202.330,383.420,187.850,357.830,56.430
289.140,69.720,309.620,200.260,379.540,188.680,359.060,58.140
296.110,71.540,311.460,201.200,379.900,192.510,364.550,62.860
322.770,69.730,301.720,196.810,367.910,207.300,388.960,80.230
333.520,70.750,313.470,198.270,378.820,208.270,398.870,80.740
307.760,202.030,370.730,219.930,406.240,94.970,343.270,77.070
337.697,96.770,294.554,208.731,353.113,231.300,396.257,119.329
285.606,226.047,336.207,246.376,383.394,128.953,332.793,108.624
278.140,224.540,336.540,254.870,393.860,144.460,335.460,114.140
283.540,229.520,337.510,252.660,389.460,131.480,335.490,108.340
274.660,220.480,329.110,250.300,390.340,138.520,335.890,108.700
262.630,218.940,316.860,250.680,379.650,141.790,325.420,110.040
254.000,217.400,308.000,251.060,372.350,145.050,318.350,111.390
242.480,205.870,296.250,241.440,362.160,138.320,308.390,102.740
227.460,194.580,281.000,232.070,348.480,131.830,294.930,94.340
222.580,182.870,275.890,222.260,344.930,124.910,291.620,85.510
214.540,185.320,267.620,226.630,338.220,132.160,285.140,90.850
202.900,187.970,255.750,231.200,327.910,139.620,275.060,96.390
192.079,188.052,238.804,235.054,315.771,156.137,269.056,109.137
190.950,192.440,243.340,239.490,318.630,153.690,266.230,106.630
190.630,198.010,242.800,246.980,319.650,164.050,267.480,115.090
189.330,204.580,241.270,255.460,319.670,175.420,267.730,124.540
264.190,134.930,188.530,215.550,241.870,265.600,317.520,184.970
192.792,219.774,224.913,264.996,299.208,212.226,267.087,167.004
183.802,225.619,219.664,275.455,296.198,220.381,260.336,170.545
191.300,237.896,226.776,281.318,301.700,220.104,266.224,176.682
197.254,239.870,237.829,287.652,306.746,229.130,266.171,181.348
191.940,245.158,229.727,290.554,299.060,232.842,261.273,187.446
189.565,257.744,244.683,299.271,297.435,229.256,242.317,187.729
218.000,284.000,289.000,284.000,289.000,207.000,218.000,207.000
213.490,201.420,226.840,274.270,303.440,260.230,290.090,187.380
201.114,225.885,246.734,271.405,308.886,209.115,263.266,163.595
210.446,210.669,246.140,261.223,312.554,214.331,276.860,163.777
211.465,216.513,251.712,260.305,313.535,203.487,273.288,159.695
211.726,216.850,261.339,251.301,307.274,185.150,257.661,150.699
217.117,207.712,266.139,242.336,311.883,177.538,262.861,142.914
224.175,204.575,272.606,239.371,318.159,175.925,269.727,141.129
229.732,205.437,277.573,240.405,322.934,178.313,275.094,143.345
229.290,204.300,276.540,239.440,321.710,178.700,274.460,143.560
252.120,223.530,318.410,223.530,318.410,153.000,252.120,153.000
257.860,216.310,323.450,216.310,323.450,146.250,257.860,146.250
254.540,210.490,319.420,210.490,319.420,140.900,254.540,140.900
240.330,211.050,309.860,216.470,315.700,141.590,246.170,136.170
239.690,191.280,308.100,196.280,313.490,122.320,245.080,117.310
227.200,163.140,282.770,181.520,306.800,108.860,251.230,90.480
223.640,162.400,279.150,179.110,301.000,107.330,245.490,90.620
219.480,155.960,274.940,170.990,294.600,100.090,239.140,85.060
228.870,135.520,284.280,148.880,301.750,78.860,246.340,65.500
238.260,129.080,293.620,140.770,308.910,71.630,253.550,59.940
234.370,133.500,289.670,143.520,302.780,75.250,247.470,65.230
226.970,138.580,282.230,146.930,293.150,79.540,237.890,71.190
235.980,135.460,291.180,142.150,299.920,75.640,244.710,68.950
238.980,144.600,294.140,149.610,300.690,83.980,245.540,78.960
234.650,166.070,289.760,169.410,294.130,104.650,239.020,101.310
233.330,178.030,288.380,179.700,290.560,115.820,235.510,114.150
232.000,188.000,287.000,188.000,287.000,125.000,232.000,125.000
229.710,198.700,286.010,198.850,286.170,135.050,229.870,134.900
229.220,195.590,286.820,195.910,287.130,131.310,229.540,130.990
214.370,194.560,273.270,195.040,273.740,129.640,214.850,129.160
204.280,185.620,259.790,186.760,260.980,125.710,205.470,124.570
198.530,161.080,255.730,162.330,257.040,100.060,199.840,98.800
184.880,151.620,243.760,153.000,245.190,89.500,186.300,88.120
173.120,154.180,233.700,155.670,235.240,90.940,174.650,89.440
155.250,165.610,217.520,167.230,219.170,101.260,156.900,99.650
142.130,94.470,206.120,94.470,206.120,161.680,142.130,161.680
139.020,85.200,202.770,85.200,202.770,151.640,139.020,151.640
140.660,83.480,206.320,83.480,206.320,151.380,140.660,151.380
143.290,77.350,210.900,77.350,210.900,146.750,143.290,146.750
142.310,85.870,209.580,85.870,209.580,154.440,142.310,154.440
139.430,92.460,210.170,92.460,210.170,164.080,139.430,164.080
145.120,94.070,216.180,94.070,216.180,164.700,145.120,164.700
151.010,95.010,221.990,95.010,221.990,165.990,151.010,165.990
150.570,162.990,216.640,176.990,234.430,102.510,168.360,88.510
